data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
,,,126.830303,,,,126.550303,,,,126.310303,,,,126.070303,,,,125.830303,,,,,,,125.760303,125.698303,125.636303,125.574303,125.512303,125.450303,125.388303,125.326303,125.264303,125.202303,125.140303,125.078303,125.016303,124.954303,124.892303,124.830303,124.768303,,,,,,,124.706303,124.644303,124.582303,124.520303,124.458303,124.396303,124.334303
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
205.1809524,146.4166667,168.3904762,127.2909091,149.9952381,138.1214286,127.9209524,127.0109091,105.8466667,125.6785714,83.77238095,126.7709091,61.69809524,113.2357143,39.62380952,126.5309091,17.54952381,100.7928571,-4.524761905,126.2909091,-26.59904762,88.35,-48.67333333,10.95026915,3.795143986,-3.359981178,-10.51510634,-17.67023151,-24.82535667,-31.98048184,-39.135607,-46.29073217,-53.44585733,-60.6009825,-67.75610766,-74.91123283,-82.06635799,-89.22148315,-96.37660832,-103.5317335,-110.6868586,-117.8419838,-124.997109,-132.1522341,-139.3073593,-146.4624845,-153.6176096,-160.7727348,-167.92786,-175.0829851,-182.2381103,-189.3932355,-196.5483606,-203.7034858,-210.858611,-218.0137361
206.4380952,147.0833333,169.4190476,127.7515152,150.9095238,138.75,128.6980952,127.4715152,106.4866667,126.25,84.2752381,127.2315152,62.06380952,113.75,39.85238095,126.9915152,17.64095238,101.25,-4.57047619,126.7515152,-26.78190476,88.75,-48.99333333,10.9029889,3.704799548,-3.493389799,-10.69157915,-17.88976849,-25.08795784,-32.28614719,-39.48433653,-46.68252588,-53.88071523,-61.07890457,-68.27709392,-75.47528327,-82.67347261,-89.87166196,-97.06985131,-104.2680407,-111.46623,-118.6644193,-125.8626087,-133.060798,-140.2589874,-147.4571767,-154.6553661,-161.8535554,-169.0517448,-176.2499341,-183.4481235,-190.6463128,-197.8445022,-205.0426915,-212.2408809,-219.4390702
207.6952381,147.75,170.447619,128.2121212,151.8238095,139.3785714,129.4752381,127.9321212,107.1266667,126.8214286,84.77809524,127.6921212,62.42952381,114.2642857,40.08095238,127.4521212,17.73238095,101.7071429,-4.616190476,127.2121212,-26.9647619,89.15,-49.31333333,10.85570864,3.61445511,-3.626798419,-10.86805195,-18.10930548,-25.35055901,-32.59181254,-39.83306606,-47.07431959,-54.31557312,-61.55682665,-68.79808018,-76.03933371,-83.28058724,-90.52184077,-97.7630943,-105.0043478,-112.2456014,-119.4868549,-126.7281084,-133.9693619,-141.2106155,-148.451869,-155.6931225,-162.9343761,-170.1756296,-177.4168831,-184.6581366,-191.8993902,-199.1406437,-206.3818972,-213.6231508,-220.8644043
208.952381,148.4166667,171.4761905,128.6727273,152.7380952,140.0071429,130.252381,128.3927273,107.7666667,127.3928571,85.28095238,128.1527273,62.7952381,114.7785714,40.30952381,127.9127273,17.82380952,102.1642857,-4.661904762,127.6727273,-27.14761905,89.55,-49.63333333,10.80842838,3.524110672,-3.760207039,-11.04452475,-18.32884246,-25.61316017,-32.89747788,-40.1817956,-47.46611331,-54.75043102,-62.03474873,-69.31906644,-76.60338415,-83.88770186,-91.17201957,-98.45633729,-105.740655,-113.0249727,-120.3092904,-127.5936081,-134.8779258,-142.1622436,-149.4465613,-156.730879,-164.0151967,-171.2995144,-178.5838321,-185.8681498,-193.1524675,-200.4367852,-207.721103,-215.0054207,-222.2897384
210.2095238,149.0833333,172.5047619,129.1333333,153.652381,140.6357143,131.0295238,128.8533333,108.4066667,127.9642857,85.78380952,128.6133333,63.16095238,115.2928571,40.53809524,128.3733333,17.9152381,102.6214286,-4.707619048,128.1333333,-27.33047619,89.95,-49.95333333,10.76114813,3.433766234,-3.89361566,-11.22099755,-18.54837945,-25.87576134,-33.20314323,-40.53052513,-47.85790702,-55.18528891,-62.51267081,-69.8400527,-77.16743459,-84.49481649,-91.82219838,-99.14958027,-106.4769622,-113.8043441,-121.131726,-128.4591078,-135.7864897,-143.1138716,-150.4412535,-157.7686354,-165.0960173,-172.4233992,-179.7507811,-187.078163,-194.4055449,-201.7329268,-209.0603087,-216.3876906,-223.7150725
211.4666667,149.75,173.5333333,129.5939394,154.5666667,141.2642857,131.8066667,129.3139394,109.0466667,128.5357143,86.28666667,129.0739394,63.52666667,115.8071429,40.76666667,128.8339394,18.00666667,103.0785714,-4.753333333,128.5939394,-27.51333333,90.35,-50.27333333,10.71386787,3.343421796,-4.02702428,-11.39747036,-18.76791643,-26.13836251,-33.50880858,-40.87925466,-48.24970073,-55.62014681,-62.99059289,-70.36103896,-77.73148504,-85.10193111,-92.47237719,-99.84282326,-107.2132693,-114.5837154,-121.9541615,-129.3246076,-136.6950536,-144.0654997,-151.4359458,-158.8063919,-166.1768379,-173.547284,-180.9177301,-188.2881762,-195.6586222,-203.0290683,-210.3995144,-217.7699605,-225.1404065
,150.4166667,,130.0545455,,141.8928571,,129.7745455,,129.1071429,,129.5345455,,116.3214286,,129.2945455,,103.5357143,,129.0545455,,90.75,,,103.8730704,101.9132956,99.95352066,97.99374577,96.03397088,94.07419599,92.11442109,90.1546462,88.19487131,86.23509642,84.27532153,82.31554664,80.35577174,78.39599685,76.43622196,74.47644707,72.51667218,70.55689728,68.59712239,66.6373475,64.67757261,,,62.71779772,60.75802283,58.79824793,56.83847304,54.87869815,52.91892326,50.95914837,48.99937348,47.03959858
,151.0833333,,130.5151515,,142.5214286,,130.2351515,,129.6785714,,129.9951515,,116.8357143,,129.7551515,,103.9928571,,129.5151515,,91.15,,,104.281571,102.3131381,100.3447052,98.37627233,96.40783943,94.43940653,92.47097363,90.50254073,88.53410783,86.56567493,84.59724203,82.62880913,80.66037623,78.69194333,76.72351043,74.75507753,72.78664463,70.81821173,68.84977883,66.88134593,64.91291303,,,62.94448013,60.97604723,59.00761433,57.03918142,55.07074852,53.10231562,51.13388272,49.16544982,47.19701692
,,,130.9757576,,,,130.6957576,,,,130.4557576,,,,130.2157576,,,,129.9757576,,,,,,,129.9057576,129.8437576,129.7817576,129.7197576,129.6577576,129.5957576,129.5337576,129.4717576,129.4097576,129.3477576,129.2857576,129.2237576,129.1617576,129.0997576,129.0377576,128.9757576,128.9137576,,,,,,,128.8517576,128.7897576,128.7277576,128.6657576,128.6037576,128.5417576,128.4797576
,,,131.4363636,,,,131.1563636,,,,130.9163636,,,,130.6763636,,,,130.4363636,,,,,,,130.3663636,130.3043636,130.2423636,130.1803636,130.1183636,130.0563636,129.9943636,129.9323636,129.8703636,129.8083636,129.7463636,129.6843636,129.6223636,129.5603636,129.4983636,129.4363636,129.3743636,,,,,,,129.3123636,129.2503636,129.1883636,129.1263636,129.0643636,129.0023636,128.9403636
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
212.7238095,151.75,174.5619048,131.8969697,155.4809524,143.15,132.5838095,131.6169697,109.6866667,130.25,86.78952381,131.3769697,63.89238095,117.35,40.9952381,131.1369697,18.09809524,104.45,-4.799047619,130.8969697,-27.69619048,91.55,-50.59333333,11.25834369,3.837304724,-3.583734237,-11.0047732,-18.42581216,-25.84685112,-33.26789008,-40.68892904,-48.109968,-55.53100696,-62.95204593,-70.37308489,-77.79412385,-85.21516281,-92.63620177,-100.0572407,-107.4782797,-114.8993187,-122.3203576,-129.7413966,-137.1624355,-144.5834745,-152.0045135,-159.4255524,-166.8465914,-174.2676303,-181.6886693,-189.1097083,-196.5307472,-203.9517862,-211.3728251,-218.7938641,-226.2149031
213.9809524,152.4166667,175.5904762,132.3575758,156.3952381,143.7785714,133.3609524,132.0775758,110.3266667,130.8214286,87.29238095,131.8375758,64.25809524,117.8642857,41.22380952,131.5975758,18.18952381,104.9071429,-4.844761905,131.3575758,-27.87904762,91.95,-50.91333333,11.21106343,3.746960286,-3.717142857,-11.181246,-18.64534914,-26.10945229,-33.57355543,-41.03765857,-48.50176172,-55.96586486,-63.429968,-70.89407115,-78.35817429,-85.82227743,-93.28638058,-100.7504837,-108.2145869,-115.67869,-123.1427931,-130.6068963,-138.0709994,-145.5351026,-152.9992057,-160.4633089,-167.927412,-175.3915152,-182.8556183,-190.3197214,-197.7838246,-205.2479277,-212.7120309,-220.176134,-227.6402372
215.2380952,153.0833333,176.6190476,132.8181818,157.3095238,144.4071429,134.1380952,132.5381818,110.9666667,131.3928571,87.7952381,132.2981818,64.62380952,118.3785714,41.45238095,132.0581818,18.28095238,105.3642857,-4.89047619,131.8181818,-28.06190476,92.35,-51.23333333,11.16378317,3.656615848,-3.850551478,-11.3577188,-18.86488613,-26.37205345,-33.87922078,-41.3863881,-48.89355543,-56.40072276,-63.90789008,-71.41505741,-78.92222473,-86.42939206,-93.93655938,-101.4437267,-108.950894,-116.4580614,-123.9652287,-131.472396,-138.9795633,-146.4867307,-153.993898,-161.5010653,-169.0082326,-176.5154,-184.0225673,-191.5297346,-199.0369019,-206.5440693,-214.0512366,-221.5584039,-229.0655712
216.4952381,153.75,177.647619,133.2787879,158.2238095,145.0357143,134.9152381,132.9987879,111.6066667,131.9642857,88.29809524,132.7587879,64.98952381,118.8928571,41.68095238,132.5187879,18.37238095,105.8214286,-4.936190476,132.2787879,-28.2447619,92.75,-51.55333333,11.11650292,3.56627141,-3.983960098,-11.53419161,-19.08442311,-26.63465462,-34.18488613,-41.73511764,-49.28534914,-56.83558065,-64.38581216,-71.93604367,-79.48627517,-87.03650668,-94.58673819,-102.1369697,-109.6872012,-117.2374327,-124.7876642,-132.3378957,-139.8881272,-147.4383587,-154.9885903,-162.5388218,-170.0890533,-177.6392848,-185.1895163,-192.7397478,-200.2899793,-207.8402108,-215.3904423,-222.9406738,-230.4909053
217.752381,154.4166667,178.6761905,133.7393939,159.1380952,145.6642857,135.692381,133.4593939,112.2466667,132.5357143,88.80095238,133.2193939,65.3552381,119.4071429,41.90952381,132.9793939,18.46380952,106.2785714,-4.981904762,132.7393939,-28.42761905,93.15,-51.87333333,11.06922266,3.475926972,-4.117368718,-11.71066441,-19.3039601,-26.89725579,-34.49055148,-42.08384717,-49.67714286,-57.27043855,-64.86373424,-72.45702993,-80.05032562,-87.64362131,-95.236917,-102.8302127,-110.4235084,-118.0168041,-125.6100998,-133.2033954,-140.7966911,-148.3899868,-155.9832825,-163.5765782,-171.1698739,-178.7631696,-186.3564653,-193.949761,-201.5430567,-209.1363523,-216.729648,-224.3229437,-231.9162394
219.0095238,155.0833333,179.7047619,134.2,160.052381,146.2928571,136.4695238,133.92,112.8866667,133.1071429,89.30380952,133.68,65.72095238,119.9214286,42.13809524,133.44,18.5552381,106.7357143,-5.027619048,133.2,-28.61047619,93.55,-52.19333333,11.02194241,3.385582533,-4.250777339,-11.88713721,-19.52349708,-27.15985695,-34.79621683,-42.4325767,-50.06893657,-57.70529644,-65.34165631,-72.97801619,-80.61437606,-88.25073593,-95.8870958,-103.5234557,-111.1598155,-118.7961754,-126.4325353,-134.0688952,-141.705255,-149.3416149,-156.9779748,-164.6143347,-172.2506945,-179.8870544,-187.5234143,-195.1597741,-202.796134,-210.4324939,-218.0688538,-225.7052136,-233.3415735
,155.75,,134.6606061,,146.9214286,,134.3806061,,133.6785714,,134.1406061,,120.4357143,,133.9006061,,107.1928571,,133.6606061,,93.95,,,107.5598079,105.530769,103.50173,101.4726911,99.44365211,97.41461314,95.38557418,93.35653522,91.32749626,89.2984573,87.26941834,85.24037938,83.21134042,81.18230146,79.1532625,77.12422353,75.09518457,73.06614561,71.03710665,69.00806769,66.97902873,,,64.94998977,62.92095081,60.89191185,58.86287288,56.83383392,54.80479496,52.775756,50.74671704,48.71767808
,156.4166667,,135.1212121,,147.55,,134.8412121,,134.25,,134.6012121,,120.95,,134.3612121,,107.65,,134.1212121,,94.35,,,107.9683085,105.9306116,103.8929146,101.8552176,99.81752066,97.77982369,95.74212672,93.70442975,91.66673278,89.62903581,87.59133884,85.55364187,83.5159449,81.47824793,79.44055096,77.40285399,75.36515702,73.32746006,71.28976309,69.25206612,67.21436915,,,65.17667218,63.13897521,61.10127824,59.06358127,57.0258843,54.98818733,52.95049036,50.91279339,48.87509642
,,,135.5818182,,,,135.3018182,,,,135.0618182,,,,134.8218182,,,,134.5818182,,,,,,,134.5118182,134.4498182,134.3878182,134.3258182,134.2638182,134.2018182,134.1398182,134.0778182,134.0158182,133.9538182,133.8918182,133.8298182,133.7678182,133.7058182,133.6438182,133.5818182,133.5198182,,,,,,,133.4578182,133.3958182,133.3338182,133.2718182,133.2098182,133.1478182,133.0858182
,,,136.0424242,,,,135.7624242,,,,135.5224242,,,,135.2824242,,,,135.0424242,,,,,,,134.9724242,134.9104242,134.8484242,134.7864242,134.7244242,134.6624242,134.6004242,134.5384242,134.4764242,134.4144242,134.3524242,134.2904242,134.2284242,134.1664242,134.1044242,134.0424242,133.9804242,,,,,,,133.9184242,133.8564242,133.7944242,133.7324242,133.6704242,133.6084242,133.5464242
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
220.2666667,157.0833333,180.7333333,136.5030303,160.9666667,148.1785714,137.2466667,136.2230303,113.5266667,134.8214286,89.80666667,135.9830303,66.08666667,121.4642857,42.36666667,135.7430303,18.64666667,108.1071429,-5.073333333,135.5030303,-28.79333333,94.75,-52.51333333,11.56641822,3.879465462,-3.807487295,-11.49444005,-19.18139281,-26.86834557,-34.55529832,-42.24225108,-49.92920384,-57.6161566,-65.30310935,-72.99006211,-80.67701487,-88.36396763,-96.05092038,-103.7378731,-111.4248259,-119.1117787,-126.7987314,-134.4856842,-142.1726369,-149.8595897,-157.5465424,-165.2334952,-172.920448,-180.6074007,-188.2943535,-195.9813062,-203.668259,-211.3552117,-219.0421645,-226.7291173,-234.41607
221.5238095,157.75,181.7619048,136.9636364,161.8809524,148.8071429,138.0238095,136.6836364,114.1666667,135.3928571,90.30952381,136.4436364,66.45238095,121.9785714,42.5952381,136.2036364,18.73809524,108.5642857,-5.119047619,135.9636364,-28.97619048,95.15,-52.83333333,11.51913796,3.789121024,-3.940895916,-11.67091286,-19.40092979,-27.13094673,-34.86096367,-42.59098061,-50.32099755,-58.05101449,-65.78103143,-73.51104837,-81.24106531,-88.97108225,-96.70109919,-104.4311161,-112.1611331,-119.89115,-127.6211669,-135.3511839,-143.0812008,-150.8112178,-158.5412347,-166.2712516,-174.0012686,-181.7312855,-189.4613025,-197.1913194,-204.9213363,-212.6513533,-220.3813702,-228.1113872,-235.8414041
222.7809524,158.4166667,182.7904762,137.4242424,162.7952381,149.4357143,138.8009524,137.1442424,114.8066667,135.9642857,90.81238095,136.9042424,66.81809524,122.4928571,42.82380952,136.6642424,18.82952381,109.0214286,-5.164761905,136.4242424,-29.15904762,95.55,-53.15333333,11.47185771,3.698776586,-4.074304536,-11.84738566,-19.62046678,-27.3935479,-35.16662902,-42.93971014,-50.71279127,-58.48587239,-66.25895351,-74.03203463,-81.80511575,-89.57819688,-97.351278,-105.1243591,-112.8974402,-120.6705214,-128.4436025,-136.2166836,-143.9897647,-151.7628458,-159.535927,-167.3090081,-175.0820892,-182.8551703,-190.6282515,-198.4013326,-206.1744137,-213.9474948,-221.7205759,-229.4936571,-237.2667382
224.0380952,159.0833333,183.8190476,137.8848485,163.7095238,150.0642857,139.5780952,137.6048485,115.4466667,136.5357143,91.3152381,137.3648485,67.18380952,123.0071429,43.05238095,137.1248485,18.92095238,109.4785714,-5.21047619,136.8848485,-29.34190476,95.95,-53.47333333,11.42457745,3.608432148,-4.207713156,-12.02385846,-19.84000376,-27.65614907,-35.47229437,-43.28843968,-51.10458498,-58.92073028,-66.73687559,-74.55302089,-82.3691662,-90.1853115,-98.0014568,-105.8176021,-113.6337474,-121.4498927,-129.266038,-137.0821833,-144.8983286,-152.7144739,-160.5306192,-168.3467645,-176.1629098,-183.9790551,-191.7952005,-199.6113458,-207.4274911,-215.2436364,-223.0597817,-230.875927,-238.6920723
225.2952381,159.75,184.847619,138.3454545,164.6238095,150.6928571,140.3552381,138.0654545,116.0866667,137.1071429,91.81809524,137.8254545,67.54952381,123.5214286,43.28095238,137.5854545,19.01238095,109.9357143,-5.256190476,137.3454545,-29.5247619,96.35,-53.79333333,11.3772972,3.518087709,-4.341121777,-12.20033126,-20.05954075,-27.91875024,-35.77795972,-43.63716921,-51.49637869,-59.35558818,-67.21479767,-75.07400715,-82.93321664,-90.79242612,-98.65163561,-106.5108451,-114.3700546,-122.2292641,-130.0884736,-137.947683,-145.8068925,-153.666102,-161.5253115,-169.384521,-177.2437305,-185.10294,-192.9621494,-200.8213589,-208.6805684,-216.5397779,-224.3989874,-232.2581969,-240.1174064
226.552381,160.4166667,185.8761905,138.8060606,165.5380952,151.3214286,141.132381,138.5260606,116.7266667,137.6785714,92.32095238,138.2860606,67.9152381,124.0357143,43.50952381,138.0460606,19.10380952,110.3928571,-5.301904762,137.8060606,-29.70761905,96.75,-54.11333333,11.33001694,3.427743271,-4.474530397,-12.37680407,-20.27907773,-28.1813514,-36.08362507,-43.98589874,-51.88817241,-59.79044608,-67.69271974,-75.59499341,-83.49726708,-91.39954075,-99.30181442,-107.2040881,-115.1063618,-123.0086354,-130.9109091,-138.8131828,-146.7154564,-154.6177301,-162.5200038,-170.4222774,-178.3245511,-186.2268248,-194.1290984,-202.0313721,-209.9336458,-217.8359194,-225.7381931,-233.6404668,-241.5427404
,161.0833333,,139.2666667,,151.95,,138.9866667,,138.25,,138.7466667,,124.55,,138.5066667,,110.85,,138.2666667,,97.15,,,111.2465455,109.1482424,107.0499394,104.9516364,102.8533333,100.7550303,98.65672727,96.55842424,94.46012121,92.36181818,90.26351515,88.16521212,86.06690909,83.96860606,81.87030303,79.772,77.67369697,75.57539394,73.47709091,71.37878788,69.28048485,,,67.18218182,65.08387879,62.98557576,60.88727273,58.7889697,56.69066667,54.59236364,52.49406061,50.39575758
,161.75,,139.7272727,,152.5785714,,139.4472727,,138.8214286,,139.2072727,,125.0642857,,138.9672727,,111.3071429,,138.7272727,,97.55,,,111.655046,109.548085,107.441124,105.3341629,103.2272019,101.1202409,99.01327981,96.90631877,94.79935773,92.69239669,90.58543566,88.47847462,86.37151358,84.26455254,82.1575915,80.05063046,77.94366942,75.83670838,73.72974734,71.6227863,69.51582527,,,67.40886423,65.30190319,63.19494215,61.08798111,58.98102007,56.87405903,54.76709799,52.66013695,50.55317591
,,,140.1878788,,,,139.9078788,,,,139.6678788,,,,139.4278788,,,,139.1878788,,,,,,,139.1178788,139.0558788,138.9938788,138.9318788,138.8698788,138.8078788,138.7458788,138.6838788,138.6218788,138.5598788,138.4978788,138.4358788,138.3738788,138.3118788,138.2498788,138.1878788,138.1258788,,,,,,,138.0638788,138.0018788,137.9398788,137.8778788,137.8158788,137.7538788,137.6918788
